Date,Manual_EQ_1+2,Manual_EQ_3,Auto_EQ_1,Auto_EQ_2,Auto_IQ_1,Auto_IQ_2,Auto_Pass_1,Auto_Pass_2,EQ_1_Occ,EQ_2_Occ,IQ_1_Occ,IQ_2_Occ,Pass_Occ_1,Pass_Occ_2,Meter_rate_vpm,Queue size,Vehicles on ramp,Total on ramp,Flow out,Flow on
8/21/2020 17:07,1,2,1,0,2,5,5,4,0,0,1,6,10,8,7.5,,,,3,3
8/21/2020 17:08,9,0,4,1,5,2,5,3,2,1,3,1,10,5,7.5,,,,9,9
8/21/2020 17:09,0,2,0,0,0,0,2,2,0,0,0,0,19,4,7.5,,,,2,2
8/21/2020 17:10,8,3,4,5,5,7,3,5,3,4,3,5,9,5,8.333333333,,,,11,11
8/21/2020 17:11,0,5,4,4,3,6,5,6,3,4,3,6,9,19,8.333333333,,,,5,5
8/21/2020 17:12,6,1,0,0,1,4,5,6,0,0,0,2,9,8,7.5,,,,7,7
8/21/2020 17:13,0,6,4,3,3,5,3,5,2,2,2,4,9,7,7.5,,,,6,6
8/21/2020 17:14,6,4,0,0,0,4,4,3,0,0,0,4,6,6,7.5,,,,10,10
8/21/2020 17:15,0,5,4,2,4,7,4,5,3,1,3,5,7,26,8.333333333,,,,5,5
8/21/2020 17:16,9,5,0,0,0,5,5,4,0,0,0,4,10,9,7.5,,,,14,14
8/21/2020 17:17,1,7,7,2,7,9,4,5,5,3,5,8,28,11,7.5,,,,8,8
8/21/2020 17:18,10,4,1,0,1,2,4,6,1,0,0,2,6,18,7.5,,,,14,14
8/21/2020 17:19,7,2,6,4,6,11,5,4,5,4,5,13,8,9,7.5,,,,9,9
8/21/2020 17:20,0,3,0,0,0,6,3,3,0,0,0,6,8,5,7.5,,,,3,3
8/21/2020 17:21,3,1,10,6,4,5,6,5,7,5,2,4,9,12,7.5,,,,4,4
8/21/2020 17:22,0,2,3,0,3,3,9,4,2,0,3,3,8,7,7.5,,,,2,2
8/21/2020 17:23,4,0,0,0,0,1,5,5,0,0,0,1,9,9,7.5,,,,4,4
8/21/2020 17:24,0,5,2,2,4,2,6,2,1,1,3,1,5,38,7.5,,,,5,5
8/21/2020 17:25,5,3,0,0,0,4,3,2,0,0,0,3,14,26,7.5,,,,8,8
8/21/2020 17:26,4,4,3,2,4,4,3,5,2,1,3,3,37,31,7.5,,,,8,8
8/21/2020 17:27,0,4,0,0,0,5,4,6,0,0,0,4,28,7,7.5,,,,4,4
8/21/2020 17:28,2,0,2,3,3,4,5,3,1,1,1,2,32,11,7.5,,,,2,2
8/21/2020 17:29,5,4,2,0,2,4,4,2,1,0,1,3,6,3,7.5,,,,9,9
8/21/2020 17:30,1,3,0,0,1,3,3,0,0,0,0,2,3,0,7.5,,,,4,4
8/21/2020 17:31,4,3,9,6,9,9,3,3,8,5,7,9,7,14,7.5,,,,7,7
8/21/2020 17:32,3,2,3,2,4,5,5,3,2,2,3,4,7,8,7.5,,,,5,5
8/21/2020 17:33,0,3,0,0,0,1,2,3,0,0,0,1,4,8,7.5,,,,3,3
8/21/2020 17:34,3,5,2,1,2,5,3,3,1,1,1,3,6,23,7.5,,,,8,8
8/21/2020 17:35,0,5,2,1,2,7,1,2,1,2,1,7,2,7,7.5,,,,5,5
8/21/2020 17:36,3,6,4,2,4,12,3,3,3,4,2,14,5,14,7.5,,,,9,9
8/21/2020 17:37,3,7,1,2,2,7,2,4,1,1,1,6,3,8,7.5,,,,10,10
8/21/2020 17:38,0,3,3,0,2,1,3,4,2,0,1,0,10,11,7.5,,,,3,3
8/21/2020 17:39,6,3,3,0,3,2,5,5,2,0,2,1,12,9,8.333333333,,,,9,9
8/21/2020 17:40,3,6,0,2,0,1,2,5,0,1,0,1,1,14,8.333333333,,,,9,9
8/21/2020 17:41,4,4,3,3,1,6,5,7,3,2,1,5,9,19,8.333333333,,,,8,8
8/21/2020 17:42,4,3,4,3,4,6,4,6,3,2,3,4,9,8,7.5,,,,7,7
8/21/2020 17:43,0,2,0,0,0,5,3,6,0,0,0,4,9,7,7.5,,,,2,2
8/21/2020 17:44,4,1,0,0,0,1,3,5,0,0,0,1,9,6,7.5,,,,5,5
8/21/2020 17:45,0,8,2,1,4,3,5,1,2,1,3,1,9,2,7.5,,,,8,8
8/21/2020 17:46,1,3,0,0,0,3,1,5,0,0,0,3,4,8,7.5,,,,4,4
8/21/2020 17:47,3,2,2,0,2,7,4,5,1,0,1,5,7,12,7.5,,,,5,5
8/21/2020 17:48,0,4,2,1,2,2,3,7,1,0,1,1,5,16,7.5,,,,4,4
8/21/2020 17:49,5,1,2,1,2,3,3,3,1,0,1,2,12,6,8.333333333,,,,6,6
8/21/2020 17:50,2,4,3,2,3,3,5,4,2,2,2,2,7,7,8.333333333,,,,6,6
8/21/2020 17:51,1,2,2,1,3,3,2,1,1,1,2,2,3,1,7.5,,,,3,3
8/21/2020 17:52,1,6,1,0,2,6,3,3,0,0,1,4,5,6,7.5,,,,7,7
8/21/2020 17:53,0,7,1,0,1,4,3,4,0,0,0,3,7,7,7.5,,,,7,7
8/21/2020 17:54,5,5,0,0,0,8,3,5,0,0,0,5,31,7,7.5,,,,10,10
8/21/2020 17:55,1,8,3,2,3,8,6,4,2,1,2,6,8,12,7.5,,,,9,9
8/21/2020 17:56,0,5,0,0,0,0,9,6,0,0,0,0,14,29,7.5,,,,5,5
8/21/2020 17:57,5,6,1,0,1,8,9,4,1,0,1,7,19,33,7.5,,,,11,11
8/21/2020 17:58,0,3,3,1,0,5,3,4,2,1,0,3,5,11,7.5,,,,3,3
8/21/2020 17:59,2,3,0,0,0,5,4,4,0,0,0,4,5,8,7.5,,,,5,5
8/21/2020 18:00,4,5,2,2,2,2,5,3,2,2,2,2,11,6,11.66666667,,,,9,9
8/21/2020 18:01,1,1,1,3,1,2,4,4,1,3,1,1,8,6,11.66666667,,,,2,2
8/21/2020 18:02,5,3,0,2,0,8,7,5,0,0,0,6,8,9,11.66666667,,,,8,8
8/21/2020 18:03,1,4,2,3,2,6,2,3,2,3,1,5,5,8,7.5,,,,5,5
8/21/2020 18:04,0,3,0,0,0,7,3,6,0,0,0,6,5,9,7.5,,,,3,3
8/21/2020 18:05,4,3,0,0,0,5,2,4,0,0,0,4,4,6,7.5,,,,7,7
8/21/2020 18:06,0,4,3,1,3,4,2,3,2,0,2,2,5,5,7.5,,,,4,4
8/21/2020 18:07,5,5,0,0,0,3,3,3,0,0,0,4,11,9,8.333333333,,,,10,10
8/21/2020 18:08,0,5,3,2,3,8,0,5,2,1,1,6,0,6,7.5,,,,5,5
8/21/2020 18:09,4,3,0,0,0,4,3,5,0,0,0,3,13,9,7.5,,,,7,7
8/21/2020 18:10,2,4,3,1,3,5,4,4,2,1,2,5,7,5,7.5,,,,6,6
8/21/2020 18:11,0,3,2,0,1,4,3,4,1,0,0,2,5,13,7.5,,,,3,3
8/21/2020 18:12,1,2,0,0,1,2,2,1,0,0,1,1,4,0,8.333333333,,,,3,3
8/21/2020 18:13,0,6,0,1,1,3,1,2,0,0,0,1,3,3,8.333333333,,,,6,6
8/21/2020 18:14,8,1,0,0,0,6,4,4,0,0,0,5,8,10,7.5,,,,9,9
8/21/2020 18:15,0,4,4,4,4,5,3,2,4,5,3,4,21,5,7.5,,,,4,4
8/21/2020 18:16,3,3,0,1,1,6,4,4,0,1,1,6,22,21,7.5,,,,6,6
8/21/2020 18:17,6,7,2,2,2,5,5,3,1,1,1,4,13,24,7.5,,,,13,13
8/21/2020 18:18,0,1,4,2,4,8,5,4,3,1,3,8,5,13,7.5,,,,1,1
8/21/2020 18:19,10,6,0,0,0,1,4,4,0,0,0,1,10,11,7.5,,,,16,16
8/21/2020 18:20,0,4,12,8,12,10,4,3,9,5,6,10,11,8,11.66666667,,,,4,4
8/21/2020 18:21,6,2,0,0,0,8,7,5,0,0,0,8,15,11,8.333333333,,,,8,8
8/21/2020 18:22,1,4,3,3,3,5,5,5,3,2,3,4,9,16,11.66666667,,,,5,5
8/21/2020 18:23,1,4,0,0,0,2,5,2,0,0,0,2,10,3,11.66666667,,,,5,5
8/21/2020 18:24,8,4,0,0,2,5,4,2,0,0,1,4,8,16,7.5,,,,12,12
8/21/2020 18:25,0,5,5,4,4,8,3,3,4,3,3,7,6,6,8.333333333,,,,5,5
8/21/2020 18:26,6,4,0,0,0,2,5,4,0,0,0,1,10,14,8.333333333,,,,10,10
8/21/2020 18:27,0,3,4,2,3,10,4,3,3,2,3,12,8,21,7.5,,,,3,3
8/21/2020 18:28,7,1,0,0,0,1,5,7,0,0,0,0,7,16,7.5,,,,8,8
8/21/2020 18:29,3,3,3,4,7,5,4,4,2,3,4,3,12,8,16.66666667,,,,6,6
8/21/2020 18:30,0,4,0,0,0,3,5,6,0,0,0,5,18,13,16.66666667,,,,4,4
8/25/2020 16:00,6,6,2,4,3,11,1,5,1,3,2,9,7,11,20,,,,12,12
8/25/2020 16:01,3,2,0,0,0,3,4,4,0,0,0,2,10,8,20,,,,5,5
8/25/2020 16:02,6,6,4,5,4,10,8,8,4,4,2,8,14,21,20,,,,12,12
8/25/2020 16:03,0,3,4,2,3,2,1,5,1,4,2,1,2,9,20,,,,3,3
8/25/2020 16:04,8,6,0,0,2,7,8,5,0,0,1,8,19,11,20,,,,14,14
8/25/2020 16:05,6,6,4,4,5,7,3,7,3,5,4,7,8,9,20,,,,12,12
8/25/2020 16:06,0,5,3,2,2,10,6,8,2,3,1,9,31,16,20,,,,5,5
8/25/2020 16:07,2,1,1,0,2,5,7,6,0,0,1,4,16,15,20,,,,3,3
8/25/2020 16:08,1,7,1,1,1,3,2,2,0,1,0,1,3,3,20,,,,8,8
8/25/2020 16:09,11,4,1,0,1,6,1,3,1,0,1,5,2,6,20,,,,15,15
8/25/2020 16:10,3,2,6,5,6,8,3,7,5,4,5,7,13,15,20,,,,5,5
8/25/2020 16:11,1,3,0,0,3,7,6,4,0,0,2,5,12,7,20,,,,4,4
8/25/2020 16:12,3,6,3,1,3,1,3,2,2,3,1,3,8,3,20,,,,9,9
8/25/2020 16:13,6,1,0,0,0,4,1,2,0,0,0,4,2,6,20,,,,7,7
8/25/2020 16:14,13,7,4,4,4,6,4,6,3,4,3,5,10,11,20,,,,20,20
8/25/2020 16:15,0,1,0,0,0,3,1,2,0,0,0,3,4,3,20,,,,1,1
8/25/2020 16:16,5,3,5,2,5,6,5,9,4,2,4,4,12,10,20,,,,8,8
8/25/2020 16:17,1,3,2,0,0,2,2,2,1,0,0,1,0,4,20,,,,4,4
8/25/2020 16:18,3,2,1,2,3,5,6,5,1,4,2,9,15,14,20,,,,5,5
8/25/2020 16:19,2,4,2,2,2,5,3,6,1,1,1,4,4,9,20,,,,6,6
8/25/2020 16:20,6,4,2,1,2,4,1,3,1,0,1,2,4,6,20,,,,10,10
8/25/2020 16:21,1,8,0,0,0,4,4,2,0,0,0,2,12,4,20,,,,9,9
8/25/2020 16:22,5,4,4,2,4,4,5,4,3,2,3,3,11,8,20,,,,9,9
8/25/2020 16:23,5,2,2,2,1,8,5,3,1,1,0,6,14,6,20,,,,7,7
8/25/2020 16:24,4,4,1,1,3,7,3,6,1,0,1,5,5,13,20,,,,8,8
8/25/2020 16:25,2,3,4,3,5,4,6,5,3,3,3,3,8,8,20,,,,5,5
8/25/2020 16:26,0,3,1,1,1,7,3,5,0,0,0,4,3,5,20,,,,3,3
8/25/2020 16:27,9,5,0,0,0,0,1,1,0,0,0,0,3,1,20,,,,14,14
8/25/2020 16:28,2,2,5,4,6,10,2,5,5,4,8,12,1,6,20,,,,4,4
8/25/2020 16:29,0,4,0,0,2,5,4,8,0,0,2,6,10,13,20,,,,4,4
8/25/2020 16:30,7,0,1,1,1,4,1,4,1,1,1,3,3,7,20,,,,7,7
8/25/2020 16:31,3,2,2,2,1,3,2,3,1,1,0,2,7,5,20,,,,5,5
8/25/2020 16:32,1,5,2,1,3,3,4,5,3,1,3,2,9,9,20,,,,6,6
8/25/2020 16:33,4,4,3,1,1,4,3,5,2,1,0,3,2,8,20,,,,8,8
8/25/2020 16:34,0,7,2,0,0,8,4,4,1,0,0,5,16,15,20,,,,7,7
8/25/2020 16:35,5,2,1,1,3,7,4,2,0,0,1,6,9,4,20,,,,7,7
8/25/2020 16:36,4,3,3,2,4,2,5,6,2,2,2,2,10,10,20,,,,7,7
8/25/2020 16:37,0,6,0,0,0,4,2,2,0,0,0,4,3,1,20,,,,6,6
8/25/2020 16:38,4,0,3,1,2,6,2,4,1,1,1,4,11,5,20,,,,4,4
8/25/2020 16:39,0,8,3,1,1,2,2,5,3,0,0,1,8,11,20,,,,8,8
8/25/2020 16:40,16,2,1,0,3,7,6,4,0,0,2,5,19,7,20,,,,18,18
8/25/2020 16:41,0,6,7,7,6,8,5,0,6,7,4,6,8,0,20,,,,6,6
8/25/2020 16:42,6,0,1,1,3,6,9,12,1,0,2,6,35,21,20,,,,6,6
8/25/2020 16:43,5,4,5,1,5,5,3,4,4,1,3,3,5,11,20,,,,9,9
8/25/2020 16:44,0,4,0,0,0,3,2,4,0,0,0,2,5,5,20,,,,4,4
8/25/2020 16:45,1,4,4,1,4,2,6,4,4,1,3,2,10,4,20,,,,5,5
8/25/2020 16:46,0,8,0,0,0,7,3,6,0,0,0,7,4,11,20,,,,8,8
8/25/2020 16:47,4,2,0,0,0,3,3,6,0,0,0,4,4,10,20,,,,6,6
8/25/2020 16:48,0,4,3,1,3,9,5,5,2,0,2,7,11,11,20,,,,4,4
8/25/2020 16:49,6,2,0,0,0,4,2,4,0,0,0,3,4,6,20,,,,8,8
8/25/2020 16:50,7,6,5,2,4,3,5,4,3,1,3,1,9,8,20,,,,13,13
8/25/2020 16:51,0,3,0,0,0,6,3,3,0,0,0,5,5,5,20,,,,3,3
8/25/2020 16:52,5,4,5,3,6,6,6,8,4,3,5,4,20,11,20,,,,9,9
8/25/2020 16:53,0,5,2,2,2,4,1,1,1,1,1,3,1,0,20,,,,5,5
8/25/2020 16:54,7,3,0,1,2,6,7,5,0,0,1,7,14,16,20,,,,10,10
8/25/2020 16:55,0,5,1,1,0,3,2,1,0,0,0,1,4,1,20,,,,5,5
8/25/2020 16:56,7,1,4,1,5,6,5,6,3,0,4,5,11,11,20,,,,8,8
8/25/2020 16:57,0,9,0,2,0,4,2,3,2,2,0,3,4,4,20,,,,9,9
8/25/2020 16:58,0,7,3,2,3,8,5,7,3,2,3,6,12,13,20,,,,7,7
8/25/2020 16:59,1,3,0,0,0,8,6,4,0,0,0,6,9,9,20,,,,4,4
8/25/2020 17:00,0,6,0,0,0,6,3,3,0,0,0,4,6,4,20,,,,6,6
8/25/2020 17:01,6,4,1,0,1,5,4,4,0,0,0,4,4,4,20,,,,10,10
8/25/2020 17:02,0,1,0,0,0,3,2,3,0,0,0,3,3,2,20,,,,1,1
8/25/2020 17:03,12,2,3,3,4,5,4,3,2,2,2,4,7,7,20,,,,14,14
8/25/2020 17:04,0,2,1,0,0,1,0,1,1,0,0,0,0,2,20,,,,2,2
8/25/2020 17:05,4,2,5,7,7,9,9,8,4,6,6,8,17,16,20,,,,6,6
8/25/2020 17:06,10,3,2,2,3,5,1,2,2,2,3,4,1,3,20,,,,13,13
8/25/2020 17:07,0,4,0,0,0,2,3,4,0,0,0,1,7,6,20,,,,4,4
8/25/2020 17:08,6,4,6,4,8,6,7,5,5,5,7,7,11,23,20,,,,10,10
8/25/2020 17:09,0,4,1,0,0,4,2,5,1,0,0,2,4,12,20,,,,4,4
8/25/2020 17:10,6,6,2,3,5,10,8,7,1,2,3,8,13,11,20,,,,12,12
8/25/2020 17:11,2,4,4,2,3,4,1,2,3,1,2,3,1,4,20,,,,6,6
8/25/2020 17:12,7,2,0,0,1,7,10,7,0,0,1,6,12,15,20,,,,9,9
8/25/2020 17:13,2,10,5,4,7,3,3,2,4,3,5,2,5,5,20,,,,12,12
8/25/2020 17:14,4,2,0,0,0,11,6,8,0,0,0,8,15,20,20,,,,6,6
8/25/2020 17:15,5,7,3,4,4,4,6,6,2,3,3,3,14,13,20,,,,12,12
8/25/2020 17:16,0,2,0,0,0,9,3,3,0,0,0,7,5,6,20,,,,2,2
8/25/2020 17:17,2,11,3,2,3,2,4,5,2,2,2,1,6,10,20,,,,13,13
8/25/2020 17:18,8,1,1,1,1,8,2,4,0,1,0,6,4,5,20,,,,9,9
8/25/2020 17:19,7,6,0,0,0,6,6,7,0,0,0,4,16,15,20,,,,13,13
8/25/2020 17:20,0,2,7,8,9,9,5,8,5,7,7,7,8,11,20,,,,2,2
8/25/2020 17:21,5,7,0,0,0,7,6,6,0,0,0,6,15,13,20,,,,12,12
8/25/2020 17:22,3,4,3,2,3,6,4,4,2,2,2,4,11,7,20,,,,7,7
8/25/2020 17:23,2,3,0,0,0,4,5,4,0,0,0,3,7,6,20,,,,5,5
8/25/2020 17:24,7,2,2,3,2,9,4,7,1,2,1,7,9,13,20,,,,9,9
8/25/2020 17:25,0,1,1,0,1,2,0,2,1,0,0,2,1,2,20,,,,1,1
8/25/2020 17:26,0,6,4,2,4,3,6,5,3,2,2,2,10,9,20,,,,6,6
8/25/2020 17:27,0,4,0,0,0,5,1,3,0,0,0,3,1,5,20,,,,4,4
8/25/2020 17:28,4,7,0,0,0,4,1,3,0,0,0,2,1,4,20,,,,11,11
8/25/2020 17:29,0,6,1,1,0,3,1,3,1,0,0,2,1,6,20,,,,6,6
8/25/2020 17:30,4,4,2,0,4,8,6,5,1,0,2,6,12,12,20,,,,8,8
8/25/2020 17:31,5,8,3,2,4,10,6,6,2,1,2,9,8,11,20,,,,13,13
8/25/2020 17:32,2,3,0,0,0,2,3,3,0,0,0,2,7,6,20,,,,5,5
8/25/2020 17:33,6,4,2,3,5,11,7,7,1,2,3,10,10,14,20,,,,10,10
8/25/2020 17:34,0,3,0,0,0,3,4,2,0,0,0,2,5,4,20,,,,3,3
8/25/2020 17:35,7,6,3,4,4,6,7,5,2,4,2,6,16,11,20,,,,13,13
8/25/2020 17:36,0,7,0,0,0,6,1,2,0,0,0,4,3,19,20,,,,7,7
8/25/2020 17:37,8,5,5,3,6,6,8,7,4,2,4,4,18,12,20,,,,13,13
8/25/2020 17:38,0,4,0,0,0,7,3,5,0,0,0,5,9,9,20,,,,4,4
8/25/2020 17:39,5,4,5,3,5,8,6,9,4,2,4,6,15,12,20,,,,9,9
8/25/2020 17:40,0,5,0,0,0,3,2,3,0,0,0,2,1,7,20,,,,5,5
8/25/2020 17:41,4,5,3,2,3,8,7,5,3,1,3,7,13,7,20,,,,9,9
8/25/2020 17:42,6,2,3,1,2,6,1,5,3,0,2,4,2,9,20,,,,8,8
8/25/2020 17:43,1,6,0,0,1,3,7,1,0,0,0,3,25,2,20,,,,7,7
8/25/2020 17:44,8,4,5,3,5,5,6,5,4,2,4,4,8,11,20,,,,12,12
8/25/2020 17:45,0,5,1,1,0,7,4,6,0,1,0,5,7,10,20,,,,5,5
8/25/2020 17:46,6,5,4,2,5,8,7,7,4,1,4,7,12,17,20,,,,11,11
8/25/2020 17:47,0,6,0,1,0,4,2,5,0,0,0,2,2,8,20,,,,6,6
8/25/2020 17:48,8,2,3,2,4,12,7,6,2,4,3,11,16,14,20,,,,10,10
8/25/2020 17:49,0,1,4,5,5,5,3,3,3,4,3,3,4,3,20,,,,1,1
8/25/2020 17:50,6,3,0,0,0,2,3,5,0,0,0,1,13,8,20,,,,9,9
8/25/2020 17:51,2,3,4,2,5,3,2,1,4,1,3,2,3,1,20,,,,5,5
8/25/2020 17:52,5,2,0,0,0,6,3,8,0,0,0,4,8,12,20,,,,7,7
8/25/2020 17:53,4,3,4,3,4,4,4,5,2,2,3,3,10,6,20,,,,7,7
8/25/2020 17:54,7,2,0,1,0,3,3,3,0,1,0,2,2,5,20,,,,9,9
8/25/2020 17:55,0,2,2,1,2,3,2,4,1,0,1,2,5,6,20,,,,2,2
8/25/2020 17:56,4,3,4,3,5,6,5,6,3,3,4,4,11,7,20,,,,7,7
8/25/2020 17:57,2,2,2,2,0,3,4,1,1,1,0,2,3,3,20,,,,4,4
8/25/2020 17:58,0,6,0,0,2,4,4,5,0,0,1,3,6,7,20,,,,6,6
8/25/2020 17:59,5,0,2,1,2,7,2,5,2,2,2,7,3,10,20,,,,5,5
8/25/2020 18:00,2,3,0,0,0,1,2,2,0,0,0,1,4,2,20,,,,5,5
8/25/2020 18:01,3,2,2,5,4,5,3,4,1,5,3,4,5,9,20,,,,5,5
8/25/2020 18:02,6,2,2,1,2,5,1,5,3,0,3,3,3,8,20,,,,8,8
8/25/2020 18:03,2,3,1,1,0,0,2,1,1,1,0,0,5,3,20,,,,5,5
8/25/2020 18:04,2,8,3,1,4,6,5,4,2,1,3,5,11,7,20,,,,10,10
8/25/2020 18:05,6,5,2,2,2,8,3,4,1,1,1,6,8,11,20,,,,11,11
8/25/2020 18:06,0,7,0,0,0,6,6,5,0,0,0,4,10,11,20,,,,7,7
8/25/2020 18:07,4,7,4,2,6,7,11,5,3,3,6,5,29,16,20,,,,11,11
8/25/2020 18:08,7,2,3,1,3,5,3,3,2,1,2,3,6,5,20,,,,9,9
8/25/2020 18:09,0,7,0,0,0,8,7,8,0,0,0,9,13,11,20,,,,7,7
8/25/2020 18:10,3,2,4,3,5,6,6,4,3,3,3,5,16,13,20,,,,5,5
8/25/2020 18:11,0,9,1,1,0,9,3,6,0,0,0,7,7,11,20,,,,9,9
8/25/2020 18:12,8,1,2,0,3,3,3,3,2,0,2,2,8,6,20,,,,9,9
8/25/2020 18:13,0,4,5,3,4,10,4,5,4,3,3,9,6,8,20,,,,4,4
8/25/2020 18:14,10,3,0,0,1,0,6,4,0,0,0,0,9,7,20,,,,13,13
8/25/2020 18:15,0,4,6,4,4,8,2,3,5,4,3,6,3,4,20,,,,4,4
8/25/2020 18:16,4,3,6,4,4,6,5,4,5,4,3,4,11,6,20,,,,7,7
8/25/2020 18:17,3,4,3,1,3,5,3,5,3,0,2,4,7,8,20,,,,7,7
8/25/2020 18:18,0,5,3,1,1,3,2,1,2,1,1,2,1,1,20,,,,5,5
8/25/2020 18:19,4,5,0,0,2,8,7,5,0,0,1,7,10,9,20,,,,9,9
8/25/2020 18:20,3,5,3,1,3,3,3,4,2,1,2,2,3,5,20,,,,8,8
8/25/2020 18:21,3,4,1,0,0,7,4,6,0,0,0,6,6,9,20,,,,7,7
8/25/2020 18:22,0,3,2,0,3,4,6,4,1,0,2,2,11,9,20,,,,3,3
8/25/2020 18:23,1,5,2,1,2,4,4,3,1,0,1,2,5,6,20,,,,6,6
8/25/2020 18:24,2,4,1,0,1,5,2,3,1,0,0,3,4,5,20,,,,6,6
8/25/2020 18:25,0,5,0,0,0,5,3,3,0,0,0,4,9,4,20,,,,5,5
8/25/2020 18:26,3,2,3,0,3,2,4,2,2,0,2,1,7,5,20,,,,5,5
8/25/2020 18:27,3,1,3,0,3,4,4,3,2,0,2,3,14,5,20,,,,4,4
8/25/2020 18:28,2,4,1,2,1,3,2,2,0,1,0,2,2,3,20,,,,6,6
8/25/2020 18:29,5,2,0,0,1,5,2,3,0,0,0,4,2,4,20,,,,7,7
8/25/2020 18:30,2,3,2,0,2,2,3,5,1,0,1,1,5,10,20,,,,5,5
8/26/2020 16:00,6,2,8,5,8,9,8,8,7,4,8,9,15,15,20,,,,8,8
8/26/2020 16:01,4,6,1,1,0,5,5,2,1,0,0,3,10,4,20,,,,10,10
8/26/2020 16:02,5,3,3,1,4,6,4,6,2,2,3,6,8,9,20,,,,8,8
8/26/2020 16:03,8,1,5,4,9,6,6,7,4,3,5,2,9,12,20,,,,9,9
8/26/2020 16:04,0,4,0,0,0,3,4,3,0,0,0,2,9,3,20,,,,4,4
8/26/2020 16:05,5,4,5,3,6,4,5,5,4,2,4,3,9,8,20,,,,9,9
8/26/2020 16:06,0,2,0,0,0,6,2,6,0,0,0,5,3,8,20,,,,2,2
8/26/2020 16:07,10,7,4,1,4,3,5,3,3,1,2,2,13,4,20,,,,17,17
8/26/2020 16:08,0,4,0,0,0,5,1,2,0,0,0,3,0,3,20,,,,4,4
8/26/2020 16:09,5,9,5,5,6,9,9,8,5,5,4,10,26,17,20,,,,14,14
8/26/2020 16:10,0,2,2,4,3,11,5,4,1,3,1,9,8,8,20,,,,2,2
8/26/2020 16:11,6,6,0,0,0,7,7,7,0,0,0,5,13,15,20,,,,12,12
8/26/2020 16:12,2,3,0,0,0,3,2,2,0,0,0,2,3,1,20,,,,5,5
8/26/2020 16:13,6,4,4,4,6,5,6,6,3,4,5,4,11,13,20,,,,10,10
8/26/2020 16:14,0,2,0,0,1,5,3,4,0,0,0,4,6,6,20,,,,2,2
8/26/2020 16:15,9,4,4,2,5,5,5,5,3,1,3,3,20,7,20,,,,13,13
8/26/2020 16:16,3,3,6,2,5,3,2,3,5,1,4,2,7,3,20,,,,6,6
8/26/2020 16:17,0,2,1,0,3,3,8,5,1,0,3,2,19,27,20,,,,2,2
8/26/2020 16:18,4,4,1,2,3,6,3,4,0,1,1,4,3,5,20,,,,8,8
8/26/2020 16:19,1,3,2,2,3,6,2,3,2,1,2,4,3,8,20,,,,4,4
8/26/2020 16:20,1,5,0,0,0,1,2,4,0,0,0,1,3,10,20,,,,6,6
8/26/2020 16:21,4,3,1,0,1,3,1,2,1,0,0,2,0,5,20,,,,7,7
8/26/2020 16:22,2,2,3,1,3,5,6,3,3,1,2,3,9,3,20,,,,4,4
8/26/2020 16:23,3,6,1,0,1,4,2,5,1,0,0,3,3,10,20,,,,9,9
8/26/2020 16:24,4,5,4,1,4,6,3,3,3,0,2,6,8,3,20,,,,9,9
8/26/2020 16:25,0,3,0,0,0,2,3,4,0,0,0,2,6,7,20,,,,3,3
8/26/2020 16:26,2,7,2,2,2,6,4,4,1,2,1,5,8,9,20,,,,9,9
8/26/2020 16:27,3,5,1,1,1,8,4,3,1,1,0,6,8,6,20,,,,8,8
8/26/2020 16:28,0,3,0,0,0,3,3,4,0,0,0,2,8,4,20,,,,3,3
8/26/2020 16:29,5,3,3,0,3,6,5,6,2,0,2,6,5,10,20,,,,8,8
8/26/2020 16:30,0,3,3,1,1,6,1,5,2,1,0,4,1,4,20,,,,3,3
8/26/2020 16:31,6,3,0,1,2,1,3,4,0,0,1,1,7,6,20,,,,9,9
8/26/2020 16:32,8,6,5,3,6,7,2,6,4,2,4,5,2,7,20,,,,14,14
8/26/2020 16:33,1,3,0,0,0,3,3,5,0,0,0,3,7,12,20,,,,4,4
8/26/2020 16:34,5,6,6,3,7,7,9,6,6,3,6,5,14,9,20,,,,11,11
8/26/2020 16:35,0,5,0,0,0,6,4,3,0,0,0,5,14,7,20,,,,5,5
8/26/2020 16:36,5,2,4,1,4,3,6,5,4,0,3,2,11,8,20,,,,7,7
8/26/2020 16:37,0,11,2,3,2,9,4,3,1,3,1,7,14,7,20,,,,11,11
8/26/2020 16:38,7,4,0,0,0,4,5,6,0,0,0,3,9,11,20,,,,11,11
8/26/2020 16:39,3,4,3,4,4,12,7,6,2,4,2,10,10,13,20,,,,7,7
8/26/2020 16:40,0,2,0,0,0,2,8,6,0,0,0,1,6,14,20,,,,2,2
8/26/2020 16:41,4,4,2,1,2,2,2,3,2,1,1,1,4,8,20,,,,8,8
8/26/2020 16:42,7,3,1,2,3,5,4,3,0,2,1,3,3,6,20,,,,10,10
8/26/2020 16:43,1,1,0,0,0,4,1,3,0,0,0,3,2,4,20,,,,2,2
8/26/2020 16:44,12,5,3,4,4,6,5,6,2,3,3,7,17,13,20,,,,17,17
8/26/2020 16:45,7,1,8,5,8,6,5,4,7,4,6,5,8,13,20,,,,8,8
8/26/2020 16:46,0,1,0,0,0,4,6,7,0,0,0,3,28,15,20,,,,1,1
8/26/2020 16:47,7,5,4,3,4,5,5,5,3,2,3,3,8,8,20,,,,12,12
